HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Side,OnboardSpending
Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,False,PSO J318.5-22,21.0,False,751.0,5.0,0.0,1.0,0.0,True,F,S,757.0
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Europa,False,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,B,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,708.0,101.0,0.0,True,F,P,809.0
Earth,False,TRAPPIST-1e,23.0,False,0.0,1.0,292.0,0.0,340.0,False,F,P,633.0
Earth,False,TRAPPIST-1e,48.0,False,456.0,0.0,39.0,0.0,5.0,True,G,P,500.0
Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,False,TRAPPIST-1e,30.0,False,0.0,674.0,39.0,0.0,10.0,True,G,S,723.0
Mars,False,TRAPPIST-1e,40.0,False,286.0,0.0,2299.0,12.0,476.35311409149364,True,F,S,3073.353114091494
Earth,False,TRAPPIST-1e,36.0,False,0.0,0.0,33.0,677.0,0.0,False,G,S,710.0
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Mars,False,TRAPPIST-1e,17.0,False,13.0,0.0,565.0,367.0,1.0,False,E,P,946.0
Europa,False,55 Cancri e,38.0,False,0.0,439.0,0.0,434.0,10074.0,False,C,P,10947.0
Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,C,P,0.0
Mars,False,TRAPPIST-1e,14.0,False,809.0,0.0,59.0,0.0,0.0,False,D,P,868.0
Mars,False,TRAPPIST-1e,27.0,False,134.0,0.0,6.0,1450.0,0.0,False,E,P,1590.0
Earth,False,TRAPPIST-1e,21.0,False,37.0,0.0,31.0,696.0,63.0,True,E,P,827.0
Europa,False,TRAPPIST-1e,18.0,False,0.0,3770.0,0.0,287.0,3491.0,False,C,P,7548.0
Mars,False,TRAPPIST-1e,26.0,False,164.0,0.0,853.0,0.0,39.0,True,D,P,1056.0
Europa,False,TRAPPIST-1e,35.0,False,25.0,866.0,0.0,3198.0,459.0,False,C,P,4548.0
Mars,False,55 Cancri e,46.0,False,1082.0,80.0,1177.0,0.0,323.0,False,F,S,2662.0
Europa,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Europa,False,TRAPPIST-1e,39.0,False,43.0,9365.0,144.0,0.0,118.0,True,B,S,9670.0
Mars,False,PSO J318.5-22,49.0,False,1690.0,0.0,85.0,0.0,0.0,False,D,S,1775.0
Mars,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,E,S,0.0
Earth,False,TRAPPIST-1e,27.0,False,0.0,686.0,0.0,101.0,9.0,True,F,P,796.0
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,TRAPPIST-1e,29.0,False,0.0,32.0,0.0,4517.0,0.0,False,E,S,4549.0
Earth,False,TRAPPIST-1e,27.0,False,0.0,45.0,225.0,14.0,519.0,False,F,P,803.0
Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,False,PSO J318.5-22,18.0,False,0.0,714.4862536656891,0.0,150.0,0.0,True,F,P,864.4862536656891
Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,E,P,0.0
Mars,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,False,TRAPPIST-1e,60.0,False,943.0,53.0,0.0,0.0,0.0,False,E,P,996.0
Europa,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,E,P,0.0
Europa,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,C,S,0.0
Earth,False,TRAPPIST-1e,34.0,False,0.0,3195.0,0.0,102.0,1469.0,True,C,S,4766.0
Europa,False,55 Cancri e,46.0,False,0.0,8221.0,0.0,1010.0,160.0,True,C,S,9391.0
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,55.0,2288.0,1.0,False,G,S,2344.0
Mars,False,TRAPPIST-1e,38.0,False,350.53903958944284,0.0,363.0,7.0,3.0,False,E,S,723.5390395894428
Earth,False,TRAPPIST-1e,29.0,False,0.0,61.0,942.0,2.0,0.0,True,F,S,1005.0
Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,C,S,0.0
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,C,S,0.0
Europa,False,TRAPPIST-1e,30.0,False,0.0,95.0,0.0,1202.0,5558.0,False,C,P,6855.0
Earth,False,TRAPPIST-1e,42.0,False,0.0,0.0,8.0,3409.0,0.0,False,F,S,3417.0
Mars,False,TRAPPIST-1e,36.0,False,386.0,0.0,756.0,6.0,0.0,False,F,P,1148.0
Earth,False,55 Cancri e,23.0,False,253.0,0.0,1175.0,3.0,476.35311409149364,False,F,P,1907.3531140914936
Europa,False,TRAPPIST-1e,34.0,True,0.0,5210.0,0.0,1332.0,2.0,True,A,S,6544.0
Europa,False,TRAPPIST-1e,26.0,False,0.0,4894.0,0.0,62.0,85.0,True,A,S,5041.0
Mars,False,TRAPPIST-1e,31.0,False,2048.0,0.0,1040.0,136.0,0.0,False,D,P,3224.0
Mars,False,TRAPPIST-1e,48.0,False,581.0,6.0,1.0,158.0,0.0,False,D,P,746.0
Earth,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Mars,False,TRAPPIST-1e,27.0,False,2.0,0.0,1320.0,0.0,26.0,True,F,P,1348.0
Mars,False,TRAPPIST-1e,32.0,False,2497.0,0.0,101.0,0.0,0.0,False,F,P,2598.0
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,False,TRAPPIST-1e,48.0,False,83.0,110.0,0.0,690.0,8.0,True,F,S,891.0
Mars,False,TRAPPIST-1e,35.0,True,628.0,6.0,528.0,136.0,0.0,False,E,S,1298.0
Mars,False,TRAPPIST-1e,14.0,False,246.0,0.0,2153.0,0.0,0.0,True,D,P,2399.0
Mars,False,TRAPPIST-1e,28.0,False,4.0,0.0,2574.0,0.0,0.0,True,D,P,2578.0
Mars,False,TRAPPIST-1e,27.0,False,743.0,378.0,8.0,0.0,0.0,False,F,P,1129.0
Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,D,S,0.0
Mars,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,D,S,0.0
Mars,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,D,S,0.0
Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,5.0,30.0,777.0,False,G,P,812.0
Mars,False,TRAPPIST-1e,40.0,False,1269.0,0.0,75.0,0.0,4.0,False,F,S,1348.0
Earth,False,TRAPPIST-1e,38.0,False,766.0,38.0,0.0,0.0,0.0,False,F,P,804.0
Earth,False,PSO J318.5-22,22.0,False,2.0,46.0,0.0,483.0,67.0,False,F,S,598.0
Mars,False,TRAPPIST-1e,32.0,False,1781.0,0.0,654.0,580.0,0.0,False,D,P,3015.0
Mars,False,TRAPPIST-1e,16.0,False,2116.0,0.0,350.0,0.0,901.0,False,D,P,3367.0
Mars,False,TRAPPIST-1e,33.0,False,748.0,130.0,1047.0,458.0,0.0,False,D,S,2383.0
Europa,False,TRAPPIST-1e,38.0,False,20.0,3960.0,153.0,280.0,1674.0,False,B,S,6087.0
Earth,False,TRAPPIST-1e,23.0,False,0.0,806.0,0.0,2.0,0.0,True,G,P,808.0
Earth,False,TRAPPIST-1e,16.0,False,3.0,595.0,0.0,9.0,321.0,True,G,P,928.0
Earth,False,PSO J318.5-22,16.0,False,481.0,0.0,166.0,0.0,122.0,False,G,P,769.0
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,False,TRAPPIST-1e,22.0,False,0.0,824.0,0.0,0.0,411.0,False,F,P,1235.0
Earth,False,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,1544.0,False,F,P,1544.0
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,TRAPPIST-1e,22.0,False,0.0,747.0,8.0,0.0,314.0,False,F,P,1069.0
Mars,False,TRAPPIST-1e,0.0,False,0.0,714.4862536656891,0.0,0.0,0.0,True,F,P,714.4862536656891
Mars,False,TRAPPIST-1e,30.0,False,138.0,0.0,208.0,952.0,0.0,False,E,P,1298.0
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,False,55 Cancri e,0.0,False,0.0,0.0,270.12864211105006,0.0,0.0,True,F,P,270.12864211105006
Mars,False,TRAPPIST-1e,41.0,False,164.0,0.0,1115.0,1.0,18.0,False,E,S,1298.0
Earth,False,TRAPPIST-1e,39.0,False,0.0,829.0,0.0,1.0,0.0,True,F,S,830.0
Earth,False,TRAPPIST-1e,37.0,False,389.0,0.0,1.0,3369.0,3.0,False,G,S,3762.0
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,D,S,0.0
Mars,False,TRAPPIST-1e,49.0,False,552.0,0.0,7.0,0.0,183.0,False,F,P,742.0
Mars,False,TRAPPIST-1e,28.0,False,142.0,0.0,1878.0,62.0,0.0,True,E,P,2082.0
Mars,False,PSO J318.5-22,13.0,False,358.0,65.0,599.0,676.0,0.0,False,F,P,1698.0
Earth,False,TRAPPIST-1e,64.0,False,469.0,700.0,2.0,1.0,0.0,False,E,P,1172.0
Earth,False,PSO J318.5-22,24.0,False,1.0,0.0,11.0,0.0,734.0,False,F,S,746.0
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,False,TRAPPIST-1e,18.0,False,3458.0,0.0,216.0,0.0,0.0,False,F,P,3674.0
Mars,False,TRAPPIST-1e,25.0,False,948.0,0.0,1.0,170.0,0.0,False,F,P,1119.0
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,False,55 Cancri e,33.0,False,2.0,0.0,0.0,485.74408365437534,720.0,True,E,S,1207.7440836543753
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Mars,False,TRAPPIST-1e,50.0,False,846.0,0.0,280.0,280.0,0.0,False,F,P,1406.0
Earth,False,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,2.0,827.0,False,F,S,829.0
Mars,False,TRAPPIST-1e,44.0,False,1267.0,18.0,0.0,3.0,0.0,True,F,P,1288.0
Earth,True,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,False,55 Cancri e,30.0,False,0.0,59.0,18.0,639.0,0.0,False,F,S,716.0
Earth,False,TRAPPIST-1e,27.0,False,1109.0,0.0,0.0,0.0,0.0,False,F,S,1109.0
Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Earth,False,55 Cancri e,13.0,False,4.0,99.0,1.0,0.0,595.0,False,F,P,699.0
Earth,False,TRAPPIST-1e,61.0,False,0.0,53.0,813.0,3.0,0.0,False,F,P,869.0
Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,PSO J318.5-22,21.0,False,0.0,697.0,0.0,0.0,0.0,True,F,P,697.0
Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,C,S,0.0
Earth,False,55 Cancri e,28.0,False,0.0,9.0,0.0,1114.0,5.0,False,F,S,1128.0
Mars,False,TRAPPIST-1e,27.0,False,848.0,1497.0,2.0,0.0,0.0,False,E,P,2347.0
Mars,False,55 Cancri e,13.0,False,9920.0,0.0,180.0,130.0,571.0,False,E,P,10801.0
Earth,False,TRAPPIST-1e,39.0,False,0.0,1.0,0.0,739.0,0.0,False,F,P,740.0
Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,980.0,7.0,0.0,False,E,S,987.0
Europa,False,TRAPPIST-1e,38.0,False,0.0,347.0,0.0,1545.0,2187.0,False,C,S,4079.0
Mars,False,TRAPPIST-1e,20.0,False,489.0,126.0,663.0,214.0,0.0,False,F,P,1492.0
Earth,False,TRAPPIST-1e,21.0,False,724.0,0.0,0.0,0.0,0.0,True,F,S,724.0
Mars,False,TRAPPIST-1e,27.0,False,1.0,1.0,2196.0,372.0,0.0,False,F,P,2570.0
Earth,False,TRAPPIST-1e,49.0,False,226.0,11.0,2.0,1580.0,0.0,False,F,P,1819.0
Mars,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Europa,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,B,P,0.0
Europa,False,55 Cancri e,33.0,True,0.0,1473.0,1089.0,5700.0,1466.0,False,B,P,9728.0
Europa,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,B,P,0.0
Europa,False,55 Cancri e,35.0,False,0.0,4618.0,0.0,324.0,12061.0,False,B,P,17003.0
Europa,False,TRAPPIST-1e,46.0,False,0.0,4524.0,270.12864211105006,243.0,7730.0,False,B,P,12767.128642111049
Earth,False,TRAPPIST-1e,31.0,False,2703.0,21.0,0.0,0.0,1.0,False,F,S,2725.0
Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Europa,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,A,P,0.0
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,False,TRAPPIST-1e,57.0,False,685.0,714.4862536656891,0.0,0.0,476.35311409149364,False,G,S,1875.8393677571828
Earth,False,PSO J318.5-22,37.0,False,0.0,0.0,559.0,11.0,0.0,True,F,S,570.0
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Earth,False,TRAPPIST-1e,43.0,False,0.0,0.0,1.0,485.74408365437534,0.0,False,F,P,486.74408365437534
Earth,False,TRAPPIST-1e,49.0,False,1020.0,0.0,2.0,2.0,0.0,True,G,S,1024.0
Earth,False,TRAPPIST-1e,17.0,False,0.0,150.0,166.0,570.0,0.0,True,G,S,886.0
Mars,False,TRAPPIST-1e,29.0,False,518.0,0.0,10.0,1245.0,0.0,False,F,S,1773.0
Earth,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Europa,False,TRAPPIST-1e,37.0,False,31.0,9307.0,0.0,904.0,11213.0,False,F,S,21455.0
Earth,False,PSO J318.5-22,17.0,False,2.0,0.0,0.0,0.0,681.0,False,F,P,683.0
Mars,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Earth,False,TRAPPIST-1e,20.0,False,0.0,9.0,82.0,14.0,704.0,False,G,P,809.0
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,B,P,0.0
Europa,False,TRAPPIST-1e,15.0,False,0.0,22.0,6805.0,0.0,531.0,True,B,P,7358.0
Europa,False,TRAPPIST-1e,53.0,False,0.0,6634.0,0.0,5047.0,108.0,False,B,P,11789.0
Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,B,P,0.0
Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Mars,False,TRAPPIST-1e,26.0,False,665.0,76.0,270.12864211105006,1478.0,0.0,False,F,P,2489.12864211105
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,499.0,285.0,103.0,False,G,S,887.0
Earth,False,TRAPPIST-1e,23.0,False,0.0,551.0,59.0,720.0,14.0,False,F,S,1344.0
Earth,False,TRAPPIST-1e,22.0,False,658.0,0.0,0.0,161.0,3.0,True,F,S,822.0
Earth,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Europa,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Earth,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Mars,False,55 Cancri e,21.0,False,4027.0,0.0,47.0,83.0,0.0,False,D,P,4157.0
Earth,False,TRAPPIST-1e,35.0,False,702.0,104.0,5.0,76.0,0.0,True,G,S,887.0
Earth,False,TRAPPIST-1e,22.0,False,142.0,1307.0,0.0,0.0,0.0,False,F,P,1449.0
Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,D,S,0.0
Mars,False,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,E,S,0.0
Earth,False,TRAPPIST-1e,50.0,False,0.0,358.0,0.0,620.0,4.0,False,F,S,982.0
Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,800.0,0.0,0.0,True,F,S,800.0
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,PSO J318.5-22,25.0,False,39.0,714.4862536656891,169.0,20.0,1403.0,False,E,P,2345.486253665689
Europa,False,55 Cancri e,31.0,False,0.0,225.0,0.0,301.0,4090.0,False,A,S,4616.0
Europa,False,55 Cancri e,27.0,False,0.0,8162.0,1044.0,699.0,46.0,True,B,S,9951.0
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,True,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,False,TRAPPIST-1e,27.0,False,0.0,6.0,0.0,814.0,107.0,True,G,S,927.0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,476.35311409149364,True,G,S,476.35311409149364
Earth,False,TRAPPIST-1e,22.0,False,758.0,0.0,46.0,0.0,0.0,False,F,P,804.0
Mars,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,E,S,0.0
Earth,False,TRAPPIST-1e,56.0,False,0.0,4.0,778.0,0.0,0.0,True,G,S,782.0
Earth,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,676.0,124.0,False,F,S,800.0
Earth,False,55 Cancri e,42.0,False,31.0,0.0,0.0,635.0,0.0,True,E,S,666.0
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,703.0,0.0,True,F,S,703.0
Earth,False,TRAPPIST-1e,27.0,False,508.0,585.0,9.0,485.74408365437534,0.0,True,F,S,1587.7440836543753
Earth,False,PSO J318.5-22,29.0,False,0.0,0.0,20.0,0.0,402.0,False,G,P,422.0
Earth,False,55 Cancri e,36.0,False,85.0,0.0,545.0,15.0,0.0,True,F,S,645.0
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,4.0,145.0,476.35311409149364,False,F,S,625.3531140914936
Earth,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,False,TRAPPIST-1e,19.0,False,1.0,1.0,270.12864211105006,0.0,1755.0,False,G,P,2027.12864211105
Earth,True,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,TRAPPIST-1e,18.0,False,0.0,288.0,35.0,0.0,435.0,False,F,P,758.0
Europa,False,55 Cancri e,39.0,False,5645.0,132.0,0.0,1.0,1814.0,False,C,P,7592.0
Mars,False,TRAPPIST-1e,37.0,False,10.0,20.0,868.0,115.0,0.0,False,E,P,1013.0
Mars,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,False,PSO J318.5-22,43.0,False,817.0,0.0,617.0,0.0,0.0,False,F,P,1434.0
Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,41.0,222.0,0.0,43.0,601.0,True,G,S,907.0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Mars,False,TRAPPIST-1e,50.0,False,690.0,0.0,30.0,762.0,428.0,False,F,S,1910.0
Mars,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Europa,False,TRAPPIST-1e,26.0,False,0.0,1583.0,0.0,232.0,8040.0,False,B,P,9855.0
Earth,False,TRAPPIST-1e,21.0,False,39.0,360.0,0.0,485.74408365437534,0.0,True,E,S,884.7440836543753
Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,C,P,0.0
Mars,False,TRAPPIST-1e,27.0,True,1565.0,0.0,0.0,0.0,145.0,False,F,P,1710.0
Earth,False,PSO J318.5-22,34.0,False,0.0,0.0,693.0,3.0,77.0,True,G,S,773.0
Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Europa,False,55 Cancri e,28.0,False,550.0,5203.0,0.0,2244.0,1624.0,False,D,P,9621.0
Earth,False,TRAPPIST-1e,33.0,False,127.0,745.0,9.0,0.0,0.0,True,G,S,881.0
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,F,P,0.0
Mars,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,False,TRAPPIST-1e,60.0,False,51.0,10.0,754.0,1412.0,137.0,False,F,P,2364.0
Earth,False,TRAPPIST-1e,43.0,False,1.0,0.0,213.0,7.0,701.0,True,G,S,922.0
Earth,False,TRAPPIST-1e,27.0,False,0.0,1.0,667.0,897.0,43.0,False,E,S,1608.0
Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Mars,False,TRAPPIST-1e,57.0,False,1696.0,0.0,1006.0,0.0,27.0,False,D,S,2729.0
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,A,P,0.0
Europa,False,TRAPPIST-1e,28.0,False,0.0,175.0,0.0,214.0,7461.0,False,A,P,7850.0
Europa,False,TRAPPIST-1e,42.0,False,0.0,890.0,2929.0,352.0,4898.0,False,A,P,9069.0
Europa,False,TRAPPIST-1e,43.0,False,7.0,494.0,2473.0,443.0,71.0,False,A,P,3488.0
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,C,P,0.0
Europa,False,55 Cancri e,72.0,False,2445.0,3023.0,0.0,704.0,20.0,False,E,P,6192.0
Europa,False,TRAPPIST-1e,49.0,False,0.0,3991.0,298.0,289.0,2740.0,False,B,P,7318.0
Europa,True,55 Cancri e,29.0,True,0.0,0.0,0.0,0.0,0.0,True,B,P,0.0
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,False,55 Cancri e,26.0,False,0.0,406.0,0.0,0.0,503.0,True,G,S,909.0
Mars,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,False,55 Cancri e,18.0,False,749.0,0.0,74.0,0.0,0.0,False,F,P,823.0
Earth,False,55 Cancri e,14.0,False,714.0,237.0,0.0,587.0,1.0,False,F,P,1539.0
Mars,False,TRAPPIST-1e,44.0,False,583.0,0.0,222.0,0.0,1560.0,False,F,P,2365.0
Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Earth,False,TRAPPIST-1e,35.0,False,753.0,335.0,1.0,348.0,0.0,False,G,P,1437.0
Europa,False,TRAPPIST-1e,52.0,False,5.0,3514.0,31.0,601.0,13.0,True,D,S,4164.0
Earth,False,PSO J318.5-22,22.0,False,688.0,5.0,80.0,0.0,0.0,False,G,P,773.0
Earth,False,TRAPPIST-1e,34.0,False,245.0,0.0,542.0,0.0,19.0,True,F,P,806.0
Earth,False,PSO J318.5-22,37.0,False,0.0,0.0,6.0,746.0,1.0,False,G,P,753.0
Earth,False,55 Cancri e,22.0,False,654.0,2.0,83.0,0.0,0.0,False,F,P,739.0
Earth,False,TRAPPIST-1e,26.0,False,0.0,786.0,0.0,11.0,83.0,True,F,P,880.0
Earth,False,55 Cancri e,14.0,False,590.0,9.0,0.0,0.0,192.0,False,E,S,791.0
Mars,True,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,False,TRAPPIST-1e,17.0,False,0.0,823.0,0.0,1168.0,14.0,False,F,P,2005.0
Earth,False,TRAPPIST-1e,30.0,False,0.0,1.0,0.0,870.0,0.0,False,F,S,871.0
Europa,False,TRAPPIST-1e,65.0,False,0.0,722.0,302.0,103.0,2659.0,False,D,P,3786.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,500.0,2.0,208.0,True,G,S,710.0
Europa,False,55 Cancri e,36.0,False,380.0,686.0,0.0,295.0,1247.0,False,E,S,2608.0
Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
